Machine,Category,Material Name (JP),Material Name (EN),Cutting Pressure,Multi-Cut,Blade Type,GSM,Surface Texture,Has Adhesive,Density (kg/m3),Shore Hardness A
Maker 3,Fabric,ピマコットン,Pima cotton,1650.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,スパンデックス,Spandex,1655.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,シャンブレー,Chambray,1680.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,シャンティリーレース,Chantilly lace,1700.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,スエード,Suede,1700.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ブロードクロス,Broadcloth,1700.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ラミー,Rami,1700.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,マイクロファイバー,Microfiber,1708.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ホームスパン生地,Homespun Fabric,1723.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,コーデュロイ,Corduroy,1725.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,シャンタン・サンティーン,Shantan/Santine,1743.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ベンガル語,Bengali,1745.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,シアサッカー,Seersucker,1750.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ハンドメイドの紙,Handmade Paper,1750.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,フュージブルフリース,Fusible Fleece,1750.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ライトコットン,Light Cotton,1750.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,アウトドアビニール、接着,"Outdoor Vinyl, Glued",1800.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,オイルクロス、接着,"Oilcloth, Glued",1800.0,2倍,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,カンブリック,Cambric,1800.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,コットン、ボンデッド,"Cotton, Bonded",286.0,-,ファインポイントブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,サテンシルク,Satin Silk,1800.0,-,ロータリーブレード,150.0,matte,0,277.2,12.0
Maker 3,Fabric,シャルムーズサテン,Charmeuse Satin,1800.0,-,ロータリーブレード,150.0,matte,0,277.2,12.0
Maker 3,Fabric,ダブルニット,Double Knit,1800.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,スリンキーニット,Slinky Knit,1830.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ダマスク,Damask,1838.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ギャバジン,Gabardine,1850.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,軽い生地（シルクなど）,"Lightweight Fabrics (Silk, etc.)",1850.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,インスルブライト・バッティング,Insulbrite Batting,1860.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,Faille,Faille,1873.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,キルトのバッティング,Quilt batting,1900.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,コットン,Cotton,1900.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ジーバーライン,Sieberlein,1900.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,デュピオーニシルク,Dupioni silk,1900.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ミディアムファブリック（コットンなど）,"Medium fabric (cotton, etc.)",1900.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,インターロックニット,Interlock knit,1926.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ポプリン,Poplin,1933.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,フランネル,Flannel,1950.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,フリース,Fleece,1950.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,オックスフォード,Oxford,1985.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,フェルト、アクリル生地,"Felt, acrylic fabric",1995.0,-,ロータリーブレード,150.0,plain,0,300.0,20.0
Maker 3,Fabric,クレープバックサテン,Crepe back satin,2000.0,-,ロータリーブレード,150.0,matte,0,277.2,12.0
Maker 3,Fabric,フレックスフォーム,Flexform,2000.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ライトコットン、2層,"Light cotton, 2 layers",2000.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,オスマン帝国,Ottoman,2023.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ベルベティーン,Velveteen,2034.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ジャカード,Jacquard,2050.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ピケコットン,Pique cotton,2050.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,フェイクファー,Faux fur,2050.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ベロア,Velour,2050.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ウルトラしっかりした安定剤,Ultra Firm Stabilizer,2100.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,カーキ,Khaki,2100.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,キャンバス,Canvas,2100.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,クレープ・ド・シネ,Crêpe de Chine,2100.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,リネン,Linen,2148.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,クレープシャルムーズ,Crêpe Charmeuse,2200.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ケブラー,Kevlar,2200.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,フェルト、クラフトボンディング,"Felt, Craft Bonding",2200.0,-,ロータリーブレード,150.0,plain,0,300.0,20.0
Maker 3,Fabric,フェルト、グリッターボンディング,"Felt, Glitter Bonding",2200.0,-,ロータリーブレード,150.0,glitter,0,336.0,36.0
Maker 3,Fabric,ベルベットの家具製造販売業,Velvet Upholstery,2200.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,グログラン,Grosgrain,2228.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ダッククロス,Duck Cloth,2250.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ラッシェルニット,Raschel Knit,2278.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ブークレ,Boucle,2365.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,メルトンウール,Melton Wool,2493.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,スパンコール,Sequins,2550.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,テリークロス,Terry Cloth,2550.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,デニム,Denim,2550.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ヘビーファブリック（デニムなど）,"Heavy fabrics (e.g., denim)",2550.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ワッフルクロス,Waffle cloth,2600.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,帆布,Canvas,2100.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,モレスキン,Moleskine,2800.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ジュート,Jute,2843.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,ライトコットン、3層,"Light cotton, 3 layers",2950.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,エクストラヘビーファブリック（バーラップなど）,"Extra heavy fabrics (e.g., burlap)",3163.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,バーラップ,Burlap,3163.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,僧侶の布,Monk's cloth,3295.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,マテラス,Materas,3400.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Fabric,グロワ・ポイント,Groix point,3550.0,-,ロータリーブレード,150.0,plain,0,280.0,10.0
Maker 3,Others,アルミ箔,Aluminum Foil,70.0,3倍,ディープポイントブレード,200.0,foil,0,2835.0,50.0
Maker 3,Plastic,ウィンドウクライング,Window Clinging,100.0,-,ファインポイントブレード,150.0,plain,0,1350.0,70.0
Maker 3,Others,転写ホイル,Transfer Foil,100.0,-,ファインポイントブレード,200.0,foil,0,157.5,50.0
Maker 3,Others,熱転写（Cricut以外）,Heat Transfer (Non-Cricut),113.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Maker 3,Others,ダクトテープシート,Duct Tape Sheets,122.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Maker 3,Others,フェルト,Felt,133.0,2倍,ファインポイントブレード,200.0,plain,0,300.0,20.0
Maker 3,Others,カーボンファイバー,Carbon Fiber,138.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Maker 3,Others,EVAフォーム,EVA Foam,145.0,-,ディープポイントブレード,200.0,plain,0,100.0,42.0
Maker 3,Others,ホログラフィック熱伝達,Holographic Heat Transfers,153.0,-,ファインポイントブレード,200.0,holographic,0,157.5,48.0
Maker 3,Others,ホイルテープ（シャイニーサイドアップ）,Foil Tape (Shiny Side Up),175.0,-,ファインポイントブレード,200.0,foil,0,157.5,50.0
Maker 3,Others,ホイルテープ（シャイニーサイドダウン）,Foil Tape (Shiny Side Down),175.0,-,ファインポイントブレード,200.0,foil,0,157.5,50.0
Maker 3,Others,クラフトフォーム,Craft Foam,180.0,-,ディープポイントブレード,200.0,plain,0,100.0,42.0
Maker 3,Others,グリッタークラフトフォーム,Glitter Craft Foam,180.0,-,ディープポイントブレード,200.0,glitter,0,112.0,58.0
Maker 3,Plastic,サンドブラストステンシル,Sandblasting Stencils,190.0,2倍,ディープポイントブレード,150.0,plain,0,1350.0,70.0
Maker 3,Others,付箋,Sticky Notes,193.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Maker 3,Others,食品・雑貨バッグ,Grocery Bags,200.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Maker 3,Others,フュージブルファブリック,Fusible Fabric,220.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Maker 3,Others,ヴェラム,Vellum,220.0,-,ファインポイントブレード,200.0,plain,0,150.0,12.0
Maker 3,Others,カラーダクトテープ,Colored Duct Tape,285.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Maker 3,Others,フェルト、硬い,"Felt, Stiff",250.0,2倍,ディープポイントブレード,200.0,plain,0,300.0,20.0
Maker 3,Others,パーティーホイル,Party Foil,275.0,-,ファインポイントブレード,200.0,foil,0,157.5,50.0
Maker 3,Others,グリッターダクトテープ,Glitter Duct Tape,285.0,-,ファインポイントブレード,200.0,glitter,0,168.0,56.0
Maker 3,Plastic,マイラー,Mylar,292.0,-,ファインポイントブレード,150.0,plain,0,1350.0,70.0
Maker 3,Plastic,ステンシルフィルム（0.4mm）,Stencil Film (0.4mm),300.0,-,ファインポイントブレード,150.0,plain,0,1350.0,70.0
Maker 3,Plastic,透明性,Transparency,308.0,-,ファインポイントブレード,150.0,plain,0,1300.0,75.0
Maker 3,Plastic,カッティングマットプロテクター,Cutting Mat Protector,310.0,-,ファインポイントブレード,150.0,plain,0,1350.0,70.0
Maker 3,Others,塗料チップ,Paint Chips,310.0,-,ファインポイントブレード,200.0,plain,0,150.0,40.0
Maker 3,Others,磁気シート（0.5mm）,Magnetic Sheet (0.5mm),320.0,4倍,ディープポイントブレード,200.0,plain,0,3500.0,90.0
Maker 3,Others,接着シート両面,Double-Sided Adhesive Sheet,325.0,2倍,ファインポイントブレード,200.0,plain,1,150.0,40.0
Maker 3,Others,ネオプレン,Neoprene,330.0,2倍,ディープポイントブレード,200.0,plain,0,150.0,40.0
Maker 3,Others,ジェルシート,Gel Sheet,335.0,4倍,ディープポイントブレード,200.0,plain,0,150.0,40.0
Maker 3,Others,デニム、接着,"Denim, Adhesive",340.0,3倍,ファインポイントブレード,200.0,plain,1,150.0,40.0
Maker 3,Plastic,プラスチックキャンバス,Plastic Canvas,345.0,3倍,ディープポイントブレード,150.0,plain,0,1350.0,70.0
Maker 3,Plastic,プラスチック包装,Plastic Packaging,345.0,6倍,ディープポイントブレード,150.0,plain,0,1350.0,70.0
Maker 3,Others,天然木ベニヤ,Natural Wood Veneer,345.0,4倍,ディープポイントブレード,200.0,plain,0,350.0,85.0
Maker 3,Others,シラカバ、永久接着剤,"Birch, Permanent Adhesive",350.0,-,ファインポイントブレード,200.0,plain,1,150.0,40.0
Maker 3,Others,フェルト、ウールボンディング,"Felt, Wool Bonding",350.0,2倍,ファインポイントブレード,200.0,plain,0,300.0,20.0
Maker 3,Others,フェルト、ウール生地,"Felt, Wool Fabric",350.0,6倍,ファインポイントブレード,200.0,plain,0,300.0,20.0
Maker 3,Others,磁気シート（1.0mm）,Magnetic Sheet (1.0mm),350.0,7倍,ディープポイントブレード,200.0,plain,0,3500.0,90.0
Explore 3,Iron-On,模様入りアイロン接着タイプ,Patterned Iron-On,80.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Explore 3,Iron-On,エブリデイアイロン接着タイプ（メッシュ）,Everyday Iron-On (Mesh),100.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Explore 3,Iron-On,エクスプレスアイロン接着タイプ,Express Iron-On,102.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Explore 3,Iron-On,エブリデイアイロン接着タイプ,Everyday Iron-On,113.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Explore 3,Iron-On,リフレクティブアイロン接着タイプ,Reflective Iron-On,113.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Explore 3,Iron-On,ホイルアイロン接着タイプ,Foil Iron-On,123.0,-,ファインポイントブレード,100.0,foil,0,1050.0,55.0
Explore 3,Iron-On,SportFlexアイロン接着タイプ,SportFlex Iron-On,133.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Explore 3,Iron-On,グリッターメッシュアイロン接着タイプ,Glitter Mesh Iron-On,154.0,-,ファインポイントブレード,100.0,glitter,0,1176.0,61.0
Explore 3,Iron-On,ホログラフィックアイロン接着タイプ,Holographic Iron-On,154.0,-,ファインポイントブレード,100.0,holographic,0,1102.5,53.0
Explore 3,Iron-On,ホログラフィックスパークルアイロン接着タイプ,Holographic Sparkle Iron-On,174.0,-,ファインポイントブレード,100.0,holographic,0,1102.5,53.0
Explore 3,Iron-On,グリッターアイロン接着タイプ,Glitter Iron-On,177.0,-,ファインポイントブレード,100.0,glitter,0,1176.0,63.0
Explore 3,Iron-On,エブリデイアイロン接着タイプ（モザイク）,Everyday Iron-On (Mosaic),248.0,-,ファインポイントブレード,100.0,plain,0,1050.0,45.0
Explore 3,Iron-On,ホログラフィックスパークルアイロン接着モザイク,Holographic Sparkle Iron-On Mosaic,252.0,-,ファインポイントブレード,100.0,holographic,0,1102.5,53.0
Explore 3,Iron-On,メタリックアイロン接着タイプモザイク,Metallic Iron-On Mosaic,267.0,-,ファインポイントブレード,100.0,metallic,0,1102.5,55.0
Explore 3,Iron-On,ホログラフィックアイロン接着モザイク,Holographic Iron-On Mosaic,268.0,-,ファインポイントブレード,100.0,holographic,0,1102.5,53.0
Explore 3,Infusible Ink,インフュージブルインク転写シート,Infusible ink transfer sheet,226.0,-,ファインポイントブレード,75.0,plain,0,800.0,20.0
Explore 3,Printable Materials,印刷可能なアイロン接着タイプ、ライト,Light Printable Iron-On Stickers,70.0,-,ファインポイントブレード,100.0,plain,1,900.0,25.0
Explore 3,Printable Materials,印刷可能なステッカー紙、白（グリーンライナー印刷）,White Printable Sticker Paper (Green Liner Printed),70.0,-,ファインポイントブレード,100.0,plain,1,900.0,25.0
Explore 3,Printable Materials,印刷可能なビニール、白（グリーンライナー印刷）,White Printable Vinyl (Green Liner Printed),70.0,-,ファインポイントブレード,100.0,plain,0,900.0,25.0
Explore 3,Printable Materials,印刷可能なアイロン接着タイプ、ダーク,Dark Printable Iron-On Stickers,100.0,-,ファインポイントブレード,100.0,plain,1,900.0,25.0
Explore 3,Printable Materials,印刷可能なビニール、透明,Transparent Printable Vinyl,110.0,-,ファインポイントブレード,100.0,plain,0,900.0,25.0
Explore 3,Printable Materials,印刷可能なビニール、白（グレーライナー印刷）,White Printable Vinyl (Gray Liner Printed),120.0,-,ファインポイントブレード,100.0,plain,0,900.0,25.0
Explore 3,Printable Materials,印刷可能なビニール、特殊,Specialty Printable Vinyl,160.0,-,ファインポイントブレード,100.0,plain,0,900.0,25.0
Explore 3,Printable Materials,印刷可能な防水ステッカーセット（ホワイトホログラフィック）,White Holographic Printable Waterproof Sticker Set,200.0,-,ファインポイントブレード,100.0,holographic,1,945.0,33.0
Explore 3,Printable Materials,印刷可能な生地,Printable Fabric,205.0,-,ファインポイントブレード,100.0,plain,0,900.0,25.0
Explore 3,Printable Materials,印刷可能な防水ステッカーセット（ホワイト）,White Holographic Printable Waterproof Sticker Set,220.0,-,ファインポイントブレード,100.0,holographic,1,945.0,33.0
Explore 3,Printable Materials,印刷可能なステッカー紙、クリア（ライナー印刷なし）,Clear Printable Sticker Paper (No Liner Printed),230.0,-,ファインポイントブレード,100.0,plain,1,900.0,25.0
Explore 3,Printable Materials,印刷可能なステッカー紙、白（グレーライナー印刷）,White Gray Liner Printable Sticker Paper,230.0,-,ファインポイントブレード,100.0,plain,1,900.0,25.0
Explore 3,Printable Materials,印刷可能な防水ステッカーセット（透明）,Transparent Printable Waterproof Sticker Set,245.0,-,ファインポイントブレード,100.0,plain,1,900.0,25.0
Explore 3,Printable Materials,印刷可能な防水ステッカーセット（透明ホログラフィック）,Transparent Holographic Printable Waterproof Sticker Set,250.0,-,ファインポイントブレード,100.0,holographic,1,945.0,33.0
Explore 3,Printable Materials,タトゥーペーパー,Tattoo Paper,277.0,-,ファインポイントブレード,100.0,plain,0,900.0,25.0
Explore 3,Cardstock,カットアウェイカード+バッカー,Cutaway Cards + Backers,180.0,2倍,ファインポイントブレード,216.0,plain,0,800.0,30.0
Explore 3,Cardstock,カードストック（複雑なカット用）,Cardstock (for intricate cuts),200.0,2倍,ファインポイントブレード,216.0,plain,0,800.0,30.0
Explore 3,Cardstock,軽量カードストック（65lb/176gsm）,Lightweight Cardstock (65lb/176gsm),214.0,-,ファインポイントブレード,176.0,plain,0,800.0,30.0
Explore 3,Cardstock,グリッターカードストック,Glitter Cardstock,270.0,2倍,ファインポイントブレード,216.0,glitter,0,920.0,48.0
Explore 3,Cardstock,インサートカード用カードストック,Cardstock for Insert Cards,275.0,-,ファインポイントブレード,216.0,plain,0,800.0,30.0
Explore 3,Cardstock,クラフトカードストック,Kraft Cardstock,275.0,-,ファインポイントブレード,216.0,plain,0,800.0,30.0
Explore 3,Cardstock,厚手カードストック（100lb/270gsm）,Heavyweight Cardstock (100lb/270gsm),295.0,2倍,ファインポイントブレード,270.0,plain,0,800.0,30.0
Explore 3,Cardstock,カードストック、接着剤裏地付き,Cardstock with Adhesive Backing,300.0,-,ファインポイントブレード,216.0,plain,1,800.0,30.0
Explore 3,Cardstock,中サイズのカードストック（80lb/216gsm）,Medium Cardstock (80lb/216gsm),320.0,-,ファインポイントブレード,216.0,plain,0,800.0,30.0
Explore 3,Paper,和紙テープ（0.06mm）,Washi Tape (0.06mm),70.0,-,ファインポイントブレード,80.0,plain,0,750.0,10.0
Explore 3,Paper,ブッチャーペーパー,Butcher Paper,80.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,和紙,Washi Paper,85.0,-,ファインポイントブレード,80.0,plain,0,750.0,10.0
Explore 3,Paper,パーチメント紙,Parchment Paper,100.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,ラッピングペーパー,Wrapping Paper,100.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,レーザーコピー用紙,Laser Copy Paper,126.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,パールペーパー,Pearl Paper,138.0,2倍,ファインポイントブレード,80.0,shimmer,0,765.0,20.0
Explore 3,Paper,コピー用紙（20lb/75gsm）,Copy Paper (20lb/75gsm),143.0,-,ファインポイントブレード,75.0,plain,0,750.0,15.0
Explore 3,Paper,コピー用紙（24lb/90gsm）,Copy Paper (24lb/90gsm),143.0,-,ファインポイントブレード,90.0,plain,0,750.0,15.0
Explore 3,Paper,コピー用紙（32lb/120gsm）,Copy Paper (32lb/120gsm),143.0,-,ファインポイントブレード,120.0,plain,0,750.0,15.0
Explore 3,Paper,建設用紙,Construction Paper,155.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,ワックス紙,Wax Paper,160.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,スムースグリッターペーパー,Smooth Glitter Paper,175.0,2倍,ファインポイントブレード,80.0,glitter,0,840.0,31.0
Explore 3,Paper,ノートブック用紙,Notebook Paper,191.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,キャリブレーションペーパー,Calibration Paper,192.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,写真用紙,Photo Paper,223.0,2倍,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,フロック紙,Flock Paper,225.0,3倍,ファインポイントブレード,80.0,flock,0,787.5,29.0
Explore 3,Paper,ライトパターンペーパー,Light Pattern Paper,240.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,デラックスペーパー,Deluxe Paper,270.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,デラックスペーパー、接着剤付き,Deluxe Paper with Adhesive,270.0,-,ファインポイントブレード,80.0,plain,1,750.0,15.0
Explore 3,Paper,厚手の柄紙,Heavy Patterned Paper,275.0,-,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,スパークルペーパー,Sparkle Paper,285.0,2倍,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,トゥルーブラッシュドペーパー,True Brushed Paper,295.0,2倍,ファインポイントブレード,80.0,plain,0,750.0,15.0
Explore 3,Paper,デラックスペーパーホイルエンボス加工,Deluxe Foil Embossed Paper,300.0,-,ファインポイントブレード,80.0,foil,0,787.5,25.0
Explore 3,Paper,ホイル紙（0.36mm）,Foil Paper (0.36mm),300.0,-,ファインポイントブレード,80.0,foil,0,787.5,25.0
Explore 3,Paper,ヘビーウォーターカラーペーパー（140lb/300gsm）,Heavy Watercolor Paper (140lb/300gsm),310.0,2倍,ファインポイントブレード,300.0,plain,0,750.0,15.0
Explore 3,Plastic,ホイルアセテート,Foil Acetate,321.0,2倍,ファインポイントブレード,150.0,foil,0,1365.0,85.0
Explore 3,Paper,シマーペーパー,Shimmer Paper,345.0,2倍,ファインポイントブレード,80.0,shimmer,0,772.5,21.0
Explore 3,Smart Materials,スマートビニール（取り外し可能）,Smart Vinyl (Removable),121.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Explore 3,Smart Materials,スマートビニール（パーマネント）,Smart Vinyl (Permanent),135.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Explore 3,Smart Materials,スマートビニール（マットメタリック）,Smart Vinyl (Matte Metallic),154.0,-,ファインポイントブレード,120.0,metallic,0,1365.0,75.0
Explore 3,Smart Materials,スマートアイロン接着タイプ,Smart Iron-On,156.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Explore 3,Smart Materials,スマートアイロン接着タイプ（ホログラフィック）,Smart Iron-On (Holographic),156.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Explore 3,Smart Materials,スマートアイロン接着タイプ（グリッター）,Smart Iron-On (Glitter),163.0,-,ファインポイントブレード,120.0,glitter,0,1456.0,81.0
Explore 3,Smart Materials,スマートビニール（シマー）,Smart Vinyl (Shimmer),169.0,-,ファインポイントブレード,120.0,shimmer,0,1339.0,71.0
Explore 3,Smart Materials,スマートペーパーステッカー（カードストック）,Smart Paper Stickers (Cardstock),300.0,-,ファインポイントブレード,120.0,plain,1,1300.0,65.0
Explore 3,Fabric,オイルクロス、接着,"Oilcloth, bonded",285.0,-,ボンデッドファブリックブレード,150.0,plain,0,280.0,10.0
Explore 3,Fabric,シルク、ボンデッド,"Silk, bonded",285.0,-,ファインポイントブレード,150.0,plain,0,280.0,10.0
Explore 3,Fabric,ポリエステル、接着,"Polyester, bonded",285.0,-,ファインポイントブレード,150.0,plain,0,280.0,10.0
Explore 3,Fabric,デニム、接着,"Denim, bonded",321.0,3倍,ファインポイントブレード,150.0,plain,0,280.0,10.0
Explore 3,Vinyl,グリッタービニール,Glitter Vinyl,76.0,-,ファインポイントブレード,120.0,glitter,0,1495.0,83.0
Explore 3,Vinyl,プレミアムビニール（ホログラフィック3Dテクスチャ）,Premium Vinyl (Holographic 3D Texture),108.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Explore 3,Vinyl,接着箔,Adhesive Foil,108.0,-,ファインポイントブレード,120.0,foil,1,1365.0,75.0
Explore 3,Vinyl,ステンシルビニール,Stencil Vinyl,109.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Explore 3,Vinyl,プレミアムビニール（ホログラフィック）,Premium Vinyl (Holographic),110.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Explore 3,Vinyl,プレミアムビニール（フロステッド加工不透明）,Premium Vinyl (Frosted Opaque),115.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Explore 3,Vinyl,プレミアムビニール（ホログラフィックローズバブル）,Premium Vinyl (Holographic Rose Bubble),115.0,-,ファインポイントブレード,120.0,holographic,0,1365.0,73.0
Explore 3,Vinyl,プレミアムビニール（（永久光沢））,Premium Vinyl (Permanent Gloss),115.0,-,ファインポイントブレード,120.0,glossy,0,1326.0,69.0
Explore 3,Vinyl,プレミアムアウトドアビニール,Premium Outdoor Vinyl,118.0,-,ファインポイントブレード,120.0,plain,0,1300.0,65.0
Explore 3,Vinyl,プレミアムビニール（（取り外し可能なマット））,Premium Vinyl (Removable Matte),121.0,-,ファインポイントブレード,120.0,matte,0,1274.0,67.0
